Slang,Makna,No_Konteks,Konteks
wotakoi,,1216,wotakoi kayanya cocok buat anime healing setelah nonton anime yg bikin depresi deh bnr2 ga ada konflik serius
cuy,kawan,1220,"Anjay cuy, habis nangis hwe dapet THR 2 amplop 🫶, tidak jadi depresi dan sedih https://t.co/MC77T3B3gn"
hwe,aku,1220,"Anjay cuy, habis nangis hwe dapet THR 2 amplop 🫶, tidak jadi depresi dan sedih https://t.co/MC77T3B3gn"
nyerita,menceritakan,1222,"Saat orang lain bicara masa kecil mereka atau tiga tahun kebelakang, gua gak bisa nyerita kaya mereka. Seolah memori gua kebelakang sebelum gua depresi itu ilang. Semakin gua inget, otak gua gak ngasih gua info, tapi hati gua kaya bener""nyesek&amp;sakit."
benernyesekdansakit,benar menyesakkan dan sakit,1222,"Saat orang lain bicara masa kecil mereka atau tiga tahun kebelakang, gua gak bisa nyerita kaya mereka. Seolah memori gua kebelakang sebelum gua depresi itu ilang. Semakin gua inget, otak gua gak ngasih gua info, tapi hati gua kaya bener""nyesek&amp;sakit."
udaa,sudah,1223,udaa cape cape depresi mikirin masa depan eh taunya sukses srepett
srepett,,1223,udaa cape cape depresi mikirin masa depan eh taunya sukses srepett
pascamelahirkan,setelah melahirkan,1224,"Stres pascamelahirkan penting untuk diketahui oleh calon ibu agar bisa ditangani dengan cepat. Jika gangguan kecemasan dibiarkan begitu saja, kondisi ini bisa menimbulkan risiko depresi pascapersalinan yang lebih serius. #kehamilan https://t.co/gX7uQ66R4A"
pascapersalinan,setelah persalinan,1224,"Stres pascamelahirkan penting untuk diketahui oleh calon ibu agar bisa ditangani dengan cepat. Jika gangguan kecemasan dibiarkan begitu saja, kondisi ini bisa menimbulkan risiko depresi pascapersalinan yang lebih serius. #kehamilan https://t.co/gX7uQ66R4A"
wangj,,1227,@WEBCOMICFESS ayo ak lagi depresi gegara wangj4 gongjv https://t.co/tBiaHHzUDP
gongjv,,1227,@WEBCOMICFESS ayo ak lagi depresi gegara wangj4 gongjv https://t.co/tBiaHHzUDP
pp,,1233,🐺: EP (10) ini sudah depresi tapi EP selanjutnya bahkan akan lebih depresi. PP: itu bisa menjadi spoiler atau juga tidak karena Khun Zee mungkin tidak mengingat jalan ceritanya. #slimconceptxzeenunewxkorat #ZeeNuNew #ซนซน
spoiler,,1233,🐺: EP (10) ini sudah depresi tapi EP selanjutnya bahkan akan lebih depresi. PP: itu bisa menjadi spoiler atau juga tidak karena Khun Zee mungkin tidak mengingat jalan ceritanya. #slimconceptxzeenunewxkorat #ZeeNuNew #ซนซน
khun,,1233,🐺: EP (10) ini sudah depresi tapi EP selanjutnya bahkan akan lebih depresi. PP: itu bisa menjadi spoiler atau juga tidak karena Khun Zee mungkin tidak mengingat jalan ceritanya. #slimconceptxzeenunewxkorat #ZeeNuNew #ซนซน
zee,,1233,🐺: EP (10) ini sudah depresi tapi EP selanjutnya bahkan akan lebih depresi. PP: itu bisa menjadi spoiler atau juga tidak karena Khun Zee mungkin tidak mengingat jalan ceritanya. #slimconceptxzeenunewxkorat #ZeeNuNew #ซนซน
slimconceptxzeenunewxkorat,,1233,🐺: EP (10) ini sudah depresi tapi EP selanjutnya bahkan akan lebih depresi. PP: itu bisa menjadi spoiler atau juga tidak karena Khun Zee mungkin tidak mengingat jalan ceritanya. #slimconceptxzeenunewxkorat #ZeeNuNew #ซนซน
ซนซน,,1233,🐺: EP (10) ini sudah depresi tapi EP selanjutnya bahkan akan lebih depresi. PP: itu bisa menjadi spoiler atau juga tidak karena Khun Zee mungkin tidak mengingat jalan ceritanya. #slimconceptxzeenunewxkorat #ZeeNuNew #ซนซน
xanax,,1235,Padahal xanax obat depresi dan kecemasan... bukan skizo.......
njir,sialan,1237,njir user ini bipolar tp stress skrng blue feelings https://t.co/PEd6MKmIb4
blue,biru,1237,njir user ini bipolar tp stress skrng blue feelings https://t.co/PEd6MKmIb4
browsing,,1239,"@CallHerAbigail Oh ya? Padahal kalo browsing tuh xanax buat depresi, anxiety, panic attack. Mungkin di skizo lo ada gejala ini juga kali, overlapping jadi diresepin juga"
overlapping,,1239,"@CallHerAbigail Oh ya? Padahal kalo browsing tuh xanax buat depresi, anxiety, panic attack. Mungkin di skizo lo ada gejala ini juga kali, overlapping jadi diresepin juga"
diresepin,diresapi,1239,"@CallHerAbigail Oh ya? Padahal kalo browsing tuh xanax buat depresi, anxiety, panic attack. Mungkin di skizo lo ada gejala ini juga kali, overlapping jadi diresepin juga"
core,inti,1240,@CallHerAbigail @_dxta Gak semua skizo dari depresi yu.. core medication utk symptoms skizonya sendiri antipsychotic bukan obat sedatif
medication,pengobatan,1240,@CallHerAbigail @_dxta Gak semua skizo dari depresi yu.. core medication utk symptoms skizonya sendiri antipsychotic bukan obat sedatif
symptoms,simtom,1240,@CallHerAbigail @_dxta Gak semua skizo dari depresi yu.. core medication utk symptoms skizonya sendiri antipsychotic bukan obat sedatif
skizonya,skizofrenianya,1240,@CallHerAbigail @_dxta Gak semua skizo dari depresi yu.. core medication utk symptoms skizonya sendiri antipsychotic bukan obat sedatif
antipsychotic,,1240,@CallHerAbigail @_dxta Gak semua skizo dari depresi yu.. core medication utk symptoms skizonya sendiri antipsychotic bukan obat sedatif
american,,1242,Seseorang yang mengonsumsi diet soda lebih mudah mengalami depresi. [American Academy of Neurology]
academy,akademi,1242,Seseorang yang mengonsumsi diet soda lebih mudah mengalami depresi. [American Academy of Neurology]
neurology,neurologi,1242,Seseorang yang mengonsumsi diet soda lebih mudah mengalami depresi. [American Academy of Neurology]
naah,nah,1244,@CallHerAbigail Naah kan. Mungkin krn lo skizo yg awalnya depresi jd perlu penenang aprazolam ini. Tp sebenernya ini buat depresi lo. Soalnya setau gw emg xanax buat 3 gangguan itu
aprazolam,,1244,@CallHerAbigail Naah kan. Mungkin krn lo skizo yg awalnya depresi jd perlu penenang aprazolam ini. Tp sebenernya ini buat depresi lo. Soalnya setau gw emg xanax buat 3 gangguan itu
ngelive,,1245,"gw klo lg haid kek org depresi, bengong dikit nangis, lg ketawa tbtb nangis, nonton ayang ngelive nangis. aneeeh luh"
aneeeh,aneh,1245,"gw klo lg haid kek org depresi, bengong dikit nangis, lg ketawa tbtb nangis, nonton ayang ngelive nangis. aneeeh luh"
luh,kamu,1245,"gw klo lg haid kek org depresi, bengong dikit nangis, lg ketawa tbtb nangis, nonton ayang ngelive nangis. aneeeh luh"
euphoria,euforia,1247,sumpah euphoria kelulusanny cuma 5 menit. ak lgsg balek depresi lg
kelulusanny,kelulusannya,1247,sumpah euphoria kelulusanny cuma 5 menit. ak lgsg balek depresi lg
balek,balik,1247,sumpah euphoria kelulusanny cuma 5 menit. ak lgsg balek depresi lg
hi,hai,1248,"Hi Twitter, maaf ya kamu cuma jadi tempat pelarian aku pas depresi doang."
research,riset,1257,"@rinoo1997 @AREAJULID JUSTRU KARENA SEMUA ORTU GA KAYA GITU, ORTU SEPERTI INI HARUS DIHENTIKAN MBAK YG CANTIK SEKALI OMG:) KECIL?! HAHAHA, please do your research, karena fyi, banyak remaja2 yg depresi akibat keluarga yg tdk mendukung, kdrt, ortu yg overprotective nya tergolong toxic, seperti INI."
fyi,sebagai informasi,1257,"@rinoo1997 @AREAJULID JUSTRU KARENA SEMUA ORTU GA KAYA GITU, ORTU SEPERTI INI HARUS DIHENTIKAN MBAK YG CANTIK SEKALI OMG:) KECIL?! HAHAHA, please do your research, karena fyi, banyak remaja2 yg depresi akibat keluarga yg tdk mendukung, kdrt, ortu yg overprotective nya tergolong toxic, seperti INI."
overprotective,terlalu protektif,1257,"@rinoo1997 @AREAJULID JUSTRU KARENA SEMUA ORTU GA KAYA GITU, ORTU SEPERTI INI HARUS DIHENTIKAN MBAK YG CANTIK SEKALI OMG:) KECIL?! HAHAHA, please do your research, karena fyi, banyak remaja2 yg depresi akibat keluarga yg tdk mendukung, kdrt, ortu yg overprotective nya tergolong toxic, seperti INI."
laluin,lalui,1258,"Tapi ingat, kalau dia tuh gak tau ceritaku waktu kuliah di kampus lama se depresi apa dan pengen mati sebesar apa, dia gak tau hal yang aku laluin makanya aku diam aja. :)"
heheh,tawa,1260,iya gue emang depresi. bukannya lo seneng ngetawain cewe depresi kaya gue? heheh.
konpress,konferensi pers,1265,@PutraErlangga95 @UtunBack Gw nunggu konpress yg menyatakan bahwa pelaku sedang dalam keadaan depresi/stress atau Gila. 😙
gays,kawan,1266,Halo gays karena aku lagi depresi karena di terror natsume aku mau nistain Natsume😈😈😈😈😈😈
terror,teror,1266,Halo gays karena aku lagi depresi karena di terror natsume aku mau nistain Natsume😈😈😈😈😈😈
natsume,,1266,Halo gays karena aku lagi depresi karena di terror natsume aku mau nistain Natsume😈😈😈😈😈😈
nistain,nistakan,1266,Halo gays karena aku lagi depresi karena di terror natsume aku mau nistain Natsume😈😈😈😈😈😈
kirain,dikira,1270,feeling blue kirain depresi berat ternyata karna laper
halunisasi,halusinasi,1272,@alextham878 Dia itu keliatannya lg mengalami depresi coz suka halunisasi cuma dia sendiri gak sadar
battle,tempur,1273,"BENAR BENAR ANJING @Telkomsel Lagi battle ini loh kenapa tiba² sinyal hilang total!!! Kecepatan juga langsung turun, dah kek bipolar aja lu @Telkomsel !! Anjing anjing!!! @Telkomsel"
gur,,1274,"@MahasiswaUMS ""depresi kok gur rokok"" ujar abang2an tongkrongan sembari menuangkan segelas air putih"
indera,indra,1275,"Jika kita kehilangan indera peraba, kita tidak akan bisa merasakan apakah ada sesuatu yang panas atau dingin. Tapi itu masih tidak terlalu buruk. Jika kita kehilangan indera perasa, kita tidak akan bisa menikmati makanan seperti sebelumnya. Itu bisa sangat membuat depresi."
marvel,,1278,"penulis marvel nih kreatif bgt ya, moonlight buktinya ngangkat problem yg sekarang masalahnya lagi santer2nya (read: mental health), gambaran bipolar yng ofcourse ada pesan moralnya👏🏻👏🏻"
moonlight,,1278,"penulis marvel nih kreatif bgt ya, moonlight buktinya ngangkat problem yg sekarang masalahnya lagi santer2nya (read: mental health), gambaran bipolar yng ofcourse ada pesan moralnya👏🏻👏🏻"
ngangkat,mengangkat,1278,"penulis marvel nih kreatif bgt ya, moonlight buktinya ngangkat problem yg sekarang masalahnya lagi santer2nya (read: mental health), gambaran bipolar yng ofcourse ada pesan moralnya👏🏻👏🏻"
read,baca,1278,"penulis marvel nih kreatif bgt ya, moonlight buktinya ngangkat problem yg sekarang masalahnya lagi santer2nya (read: mental health), gambaran bipolar yng ofcourse ada pesan moralnya👏🏻👏🏻"
yng,yang,1278,"penulis marvel nih kreatif bgt ya, moonlight buktinya ngangkat problem yg sekarang masalahnya lagi santer2nya (read: mental health), gambaran bipolar yng ofcourse ada pesan moralnya👏🏻👏🏻"
ofcourse,tentu saja,1278,"penulis marvel nih kreatif bgt ya, moonlight buktinya ngangkat problem yg sekarang masalahnya lagi santer2nya (read: mental health), gambaran bipolar yng ofcourse ada pesan moralnya👏🏻👏🏻"
nolep,hidup tidak berarti,1280,"Bentar. Mau inget2 tadi aku tidur dr jam berapa. Semalem tidur Mayan cepet dari jam 1 bangun jam 10 pagi. Beberes, mandi, makan, kok ngantuk lagi tidur dari jam 2 siang dan bangun jam 9 malem. Ini aku depresi tingkat apa ya? Atau emang dasar kebo nolep😭"
want,ingin,1283,@literarybase -I wan't to die but i wan't to eat tteoppoki - seni mengatasi depresi - maaf tuhan aku hampir menyerah - sepi - atomic habit
die,dia,1283,@literarybase -I wan't to die but i wan't to eat tteoppoki - seni mengatasi depresi - maaf tuhan aku hampir menyerah - sepi - atomic habit
eat,makan,1283,@literarybase -I wan't to die but i wan't to eat tteoppoki - seni mengatasi depresi - maaf tuhan aku hampir menyerah - sepi - atomic habit
tteoppoki,,1283,@literarybase -I wan't to die but i wan't to eat tteoppoki - seni mengatasi depresi - maaf tuhan aku hampir menyerah - sepi - atomic habit
atomic,,1283,@literarybase -I wan't to die but i wan't to eat tteoppoki - seni mengatasi depresi - maaf tuhan aku hampir menyerah - sepi - atomic habit
mnding,mending,1284,mnding tidur ap lanjut nonton ampe depresi???
pke,pakai,1285,"@pecandunaspad Coret aja pke spidol merah deh semangat ya bestie, gua jga pernah ngalamin itu kok. Salam dari penyintas bipolar &amp; skizofrenia"
wkakkaak,tawa,1286,"@SUNGJINbies wkakkaak, pntes dikata bipolar👎🏻"
pntes,pantas,1286,"@SUNGJINbies wkakkaak, pntes dikata bipolar👎🏻"
sihmir,,1287,Mama Rossa udah dikasih obat depresi nya belum sih?mir Tolong itu obat nya mama Rossa #IkatanCintaEp708
ngurangin,mengurangi,1288,katanya bisa ngurangin gejala depresi?
plg,paling,1289,"move on tu prosesnya emg harus alay dlu harus ngerasa depresi, merasa plg menderita pgn ke sikolog, pengan mati aja. baru deh kl udh move on kepikiran ""alay anjing"" hhh"
sikolog,psikolog,1289,"move on tu prosesnya emg harus alay dlu harus ngerasa depresi, merasa plg menderita pgn ke sikolog, pengan mati aja. baru deh kl udh move on kepikiran ""alay anjing"" hhh"
hhh,tawa,1289,"move on tu prosesnya emg harus alay dlu harus ngerasa depresi, merasa plg menderita pgn ke sikolog, pengan mati aja. baru deh kl udh move on kepikiran ""alay anjing"" hhh"
nir,,1291,@munirmuklis Yo dolan yo nir. Terlalu depresi syekali saya ini
syekali,sekali,1291,@munirmuklis Yo dolan yo nir. Terlalu depresi syekali saya ini
nabrakin,menabrakkan,1293,@salsa_ns depresi sampe nabrakin diri yeeeh
yeeeh,ya,1293,@salsa_ns depresi sampe nabrakin diri yeeeh
ngembat,mengambil,1296,"@ANTAREUSSS @Dealovaaaaaaaa Yg depresi itu artis yg ga punya label, rilis lagu tahunan. Ngembat jop yg ga ada korelasinya sama industri musik. Dulu gembar-gembor mau maen film malah ampe skrg casting pun gak pernah 🤣 sesuai semboyan abadi sepanjang mati ""yang penting dibayar"""
jop,,1296,"@ANTAREUSSS @Dealovaaaaaaaa Yg depresi itu artis yg ga punya label, rilis lagu tahunan. Ngembat jop yg ga ada korelasinya sama industri musik. Dulu gembar-gembor mau maen film malah ampe skrg casting pun gak pernah 🤣 sesuai semboyan abadi sepanjang mati ""yang penting dibayar"""
gembar,,1296,"@ANTAREUSSS @Dealovaaaaaaaa Yg depresi itu artis yg ga punya label, rilis lagu tahunan. Ngembat jop yg ga ada korelasinya sama industri musik. Dulu gembar-gembor mau maen film malah ampe skrg casting pun gak pernah 🤣 sesuai semboyan abadi sepanjang mati ""yang penting dibayar"""
casting,,1296,"@ANTAREUSSS @Dealovaaaaaaaa Yg depresi itu artis yg ga punya label, rilis lagu tahunan. Ngembat jop yg ga ada korelasinya sama industri musik. Dulu gembar-gembor mau maen film malah ampe skrg casting pun gak pernah 🤣 sesuai semboyan abadi sepanjang mati ""yang penting dibayar"""
aokakokwaokwok,tawa,1297,"@watarunaksbaik bisa jadi, udah depresi makin depresi dia aokakokwaokwok"
telek,tahi,1298,depresi bgt ini gambaran kayak TELEK
hiahihiahiaaaa,tawa,1300,@halfofuly @dayenaxzz_ Ak skip ya soalnya ak lg depresi hiahihiahiaaaa
jaehyun,,1301,ditunda dlu ketemu jaehyun ya. WKWK. sebenernya gw ga yakin tahun depan bisa sampe tahap yang sama apa engga. fucked up every fucking opportunity tuh bikin depresi ya. masih sedepresot itu kalo buka email. https://t.co/zYWU2H71lL
fucked,kacau,1301,ditunda dlu ketemu jaehyun ya. WKWK. sebenernya gw ga yakin tahun depan bisa sampe tahap yang sama apa engga. fucked up every fucking opportunity tuh bikin depresi ya. masih sedepresot itu kalo buka email. https://t.co/zYWU2H71lL
every,setiap,1301,ditunda dlu ketemu jaehyun ya. WKWK. sebenernya gw ga yakin tahun depan bisa sampe tahap yang sama apa engga. fucked up every fucking opportunity tuh bikin depresi ya. masih sedepresot itu kalo buka email. https://t.co/zYWU2H71lL
fucking,sialan,1301,ditunda dlu ketemu jaehyun ya. WKWK. sebenernya gw ga yakin tahun depan bisa sampe tahap yang sama apa engga. fucked up every fucking opportunity tuh bikin depresi ya. masih sedepresot itu kalo buka email. https://t.co/zYWU2H71lL
opportunity,kesempatan,1301,ditunda dlu ketemu jaehyun ya. WKWK. sebenernya gw ga yakin tahun depan bisa sampe tahap yang sama apa engga. fucked up every fucking opportunity tuh bikin depresi ya. masih sedepresot itu kalo buka email. https://t.co/zYWU2H71lL
sedepresot,sedepresi,1301,ditunda dlu ketemu jaehyun ya. WKWK. sebenernya gw ga yakin tahun depan bisa sampe tahap yang sama apa engga. fucked up every fucking opportunity tuh bikin depresi ya. masih sedepresot itu kalo buka email. https://t.co/zYWU2H71lL
doctor,dokter,1302,"Doctor Strange in The Multiverse of Madness Another wow dari Marvel! Suguhan baru bertema horor, ada beberapa jumpscare dan scene unik, tapi gak ganggu. Banyak cameo sampai beberapa kali seisi bioskop tepuk tangan. Depresi dan harapan emang berbahaya. 4.5/5"
multiverse,,1302,"Doctor Strange in The Multiverse of Madness Another wow dari Marvel! Suguhan baru bertema horor, ada beberapa jumpscare dan scene unik, tapi gak ganggu. Banyak cameo sampai beberapa kali seisi bioskop tepuk tangan. Depresi dan harapan emang berbahaya. 4.5/5"
madness,kegilaan,1302,"Doctor Strange in The Multiverse of Madness Another wow dari Marvel! Suguhan baru bertema horor, ada beberapa jumpscare dan scene unik, tapi gak ganggu. Banyak cameo sampai beberapa kali seisi bioskop tepuk tangan. Depresi dan harapan emang berbahaya. 4.5/5"
jumpscare,kejutan,1302,"Doctor Strange in The Multiverse of Madness Another wow dari Marvel! Suguhan baru bertema horor, ada beberapa jumpscare dan scene unik, tapi gak ganggu. Banyak cameo sampai beberapa kali seisi bioskop tepuk tangan. Depresi dan harapan emang berbahaya. 4.5/5"
scene,adegan,1302,"Doctor Strange in The Multiverse of Madness Another wow dari Marvel! Suguhan baru bertema horor, ada beberapa jumpscare dan scene unik, tapi gak ganggu. Banyak cameo sampai beberapa kali seisi bioskop tepuk tangan. Depresi dan harapan emang berbahaya. 4.5/5"
cameo,,1302,"Doctor Strange in The Multiverse of Madness Another wow dari Marvel! Suguhan baru bertema horor, ada beberapa jumpscare dan scene unik, tapi gak ganggu. Banyak cameo sampai beberapa kali seisi bioskop tepuk tangan. Depresi dan harapan emang berbahaya. 4.5/5"
